iter,total_num_steps,fps,entropy,value_loss,action_loss,mean_rew,median_rew,min_rew,max_rew,test_mean_rew,test_median_rew,test_min_rew,test_max_rew
23,919632,344,-1.925194186430711,2537.1984267405974,-0.005368008568266538,-99.34395273214285,-82.73094599999999,-264.819692,-2.041027,-42.065317,-42.065317,-42.065317,-42.065317
24,959616,344,-1.9753284393212733,2584.8967163868438,-0.003893176843774153,-187.6434873392857,-65.5313515,-5812.056031,7.344137,-32.642542,-32.642542,-32.642542,-32.642542
25,999600,344,-2.086622273310637,463.6837434035081,-0.003943817685956511,-72.38373125,-44.912881999999996,-374.191208,-0.915469,-29.444955,-29.444955,-29.444955,-29.444955
26,1039584,343,-2.1509141225081225,325.6539884469448,-0.005052901876283263,-55.000765946428565,-48.52717,-173.594453,15.47695,-3.962442,-3.962442,-3.962442,-3.962442
27,1079568,343,-2.177028784385094,1303.2211238078582,-0.0054892732123008525,-37.05574514285714,-33.2257225,-132.940508,8.89556,-8.783071,-8.783071,-8.783071,-8.783071
28,1119552,343,-2.234474935898414,228.5774172660632,-0.006376150435319917,-34.671990678571426,-20.522123,-235.232192,9.417435,-8.663533,-8.663533,-8.663533,-8.663533
29,1159536,342,-2.322357175900386,63.542091472332295,-0.005691123815538445,-22.969819767857143,-18.0240805,-140.419325,5.062089,-7.068203,-7.068203,-7.068203,-7.068203
30,1199520,342,-2.4123076255504903,51.17934702359713,-0.012224480127695595,-21.698907035714285,-16.444236,-97.890195,4.6557,-7.615184,-7.615184,-7.615184,-7.615184
31,1239504,342,-2.470403327086033,161.65712105066348,-0.008448851799193318,-18.29148578571429,-16.274544499999998,-92.488943,5.926665,-7.339276,-7.339276,-7.339276,-7.339276
32,1279488,342,-2.6069735698210885,19.872849458303207,-0.00693479688112021,-20.268800464285714,-15.094075499999999,-111.721728,6.922437,-1.215317,-1.215317,-1.215317,-1.215317
33,1319472,342,-2.7140043766070634,12.78438082627761,-0.013841368976724111,-14.592016142857144,-13.235121,-45.20038,5.759494,7.568564,7.568564,7.568564,7.568564
34,1359456,341,-2.8196297297110924,10.803258419036865,-0.01288124473898372,-12.673765517857143,-11.565567000000001,-65.426371,6.164325,11.049758,11.049758,11.049758,11.049758
35,1399440,341,-2.9378910657687065,9.394011845649818,-0.017094121606463047,-11.569093696428572,-12.013763,-38.412277,14.325563,12.548203,12.548203,12.548203,12.548203
36,1439424,341,-3.039359398988577,8.866672210815626,-0.020283525028846783,-6.616438214285714,-6.1518584999999995,-25.633162,11.872986,13.472015,13.472015,13.472015,13.472015
37,1479408,341,-3.1341125549414217,8.685686677541488,-0.020376195634610038,-6.9711584464285705,-5.861014000000001,-34.770968,13.548373,16.127216,16.127216,16.127216,16.127216
38,1519392,341,-3.2476703668252016,7.409687923162411,-0.024531623932312077,-4.183229625,-2.6318729999999997,-32.693709,16.064074,18.884971,18.884971,18.884971,18.884971
39,1559376,341,-3.3533363464551096,6.6504598116263365,-0.011651725887144821,-2.3262347142857145,-2.190569,-35.893633,23.356473,13.415408,13.415408,13.415408,13.415408
40,1599360,340,-3.452727717619676,17.378040429873344,-0.014838814061677578,-0.4673046964285712,0.22989500000000002,-27.371924,19.778001,17.764055,17.764055,17.764055,17.764055
41,1639344,340,-3.572235408807412,6.336369341764694,-0.023962376168249953,2.2142255714285715,3.1093245,-15.13451,20.334887,16.31091,16.31091,16.31091,16.31091
42,1679328,340,-3.688657709879753,5.495594646991828,-0.019668813605416384,4.248043678571428,4.488531,-15.902968,21.619038,25.899385,25.899385,25.899385,25.899385
43,1719312,340,-3.787905791478279,6.179370491626935,-0.020949158644492483,5.558287589285714,6.124524,-16.116977,28.416938,28.815635,28.815635,28.815635,28.815635
44,1759296,340,-3.893161059037233,6.223992662246411,-0.022750382247091368,7.738540107142858,8.474607500000001,-16.240457,24.019504,28.129898,28.129898,28.129898,28.129898
45,1799280,339,-3.9156013598808874,900.7509215385486,0.0015558474644095464,10.738920178571428,11.316064,-1.933567,29.321093,22.592367,22.592367,22.592367,22.592367
46,1839264,339,-3.969206325824444,8.088889172749642,-0.016650554088156265,7.175169017857144,6.8772925,-7.337195,25.418078,18.9534,18.9534,18.9534,18.9534
47,1879248,339,-4.081736400188544,5.419398470413991,-0.016293923908000205,8.068117660714286,7.274342,-9.034332,27.468807,25.450458,25.450458,25.450458,25.450458
48,1919232,339,-4.196640838720859,4.412921169170967,-0.02097681153224981,10.273111464285714,11.200772,-7.774085,36.026084,18.06955,18.06955,18.06955,18.06955
49,1959216,339,-4.299485354545789,4.730773690419319,-0.02344307139525578,13.914114339285716,14.481020000000001,-7.355568,33.950602,25.527002,25.527002,25.527002,25.527002
50,1999200,338,-4.386773180350279,4.278572078851553,-0.02486227881454397,11.449945964285716,12.460770499999999,-8.867369,21.976698,17.056616,17.056616,17.056616,17.056616
51,2039184,338,-4.473408577992366,9.849894677064357,-0.01747345722588085,13.668399250000002,14.1665195,-22.76755,35.368169,24.207875,24.207875,24.207875,24.207875
52,2079168,338,-4.573245958181528,4.866683065891266,-0.01808192341933859,15.916419857142857,16.7245615,-4.004313,33.705695,20.164511,20.164511,20.164511,20.164511
53,2119152,338,-4.658204086010272,4.965097559415377,-0.02756572756087945,18.01053992857143,19.283624500000002,-6.917671,36.397776,33.79491,33.79491,33.79491,33.79491
54,2159136,338,-4.751222197214762,5.729605651513124,-0.021535454416440794,18.659423124999996,17.5295705,-0.224236,36.650834,29.134982,29.134982,29.134982,29.134982
55,2199120,338,-4.865191059846144,4.482628184098464,-0.028065627821659944,18.639537017857144,18.850737,2.64282,33.784274,38.617053,38.617053,38.617053,38.617053
56,2239104,338,-4.958596021701128,4.4524872770676245,-0.01863550224340706,21.90360601785714,21.9962295,7.832298,39.447035,20.252142,20.252142,20.252142,20.252142
57,2279088,338,-5.068815362147796,4.571336571986858,-0.030778285713891726,23.929158589285716,22.5570875,3.96684,42.289857,38.34312,38.34312,38.34312,38.34312
58,2319072,338,-5.14805371822455,5.155029390408442,-0.023777914496783455,23.02111233928571,23.646061,3.97033,38.027261,44.118342,44.118342,44.118342,44.118342
59,2359056,338,-5.2371980813833385,4.772665543739612,-0.02741701570075514,24.432287803571427,24.080776,7.226189,42.973042,44.831562,44.831562,44.831562,44.831562
60,2399040,338,-5.312924644274589,5.7359736809363735,-0.026577083341245995,24.66599264285714,25.085472000000003,-0.449636,45.877377,43.216067,43.216067,43.216067,43.216067
61,2439024,337,-5.360358222325643,13.070691285683559,-0.015771367873961797,25.69662435714286,25.047677,10.38855,41.954883,44.46541,44.46541,44.46541,44.46541
62,2479008,337,-5.431941006733821,5.0583054475295235,-0.026734714453936576,27.706180285714286,25.5989645,8.368709,47.975031,41.085329,41.085329,41.085329,41.085329
63,2518992,337,-5.51369230563824,4.545258642159975,-0.023152632223228956,29.708598785714287,30.5867565,4.396189,49.245512,45.969085,45.969085,45.969085,45.969085
64,2558976,337,-5.600724462362436,5.14154237967271,-0.02536167661634793,29.039270464285714,29.700108,9.18252,47.691139,45.904888,45.904888,45.904888,45.904888
65,2598960,337,-5.685392159682054,4.2960664443480665,-0.03155904233863112,32.48374451785715,32.1155855,15.320609,48.834291,45.555132,45.555132,45.555132,45.555132
66,2638944,337,-5.719036797988109,61.423553059651304,-0.006710842189999638,31.34418408928571,32.2390535,7.438441,45.923919,46.187705,46.187705,46.187705,46.187705
67,2678928,337,-5.783594556955191,3.8529897194642286,-0.01301319356932417,33.842600499999996,32.877905999999996,5.43097,48.933525,47.005607,47.005607,47.005607,47.005607
68,2718912,337,-5.851375062649066,7.80733688443135,-0.014018424630222188,33.416583839285714,33.371303499999996,17.341285,47.847856,47.915014,47.915014,47.915014,47.915014
69,2758896,337,-5.9665765199905785,4.159884611765544,-0.02247726876792466,36.65987317857143,37.002100999999996,10.882849,52.905762,49.767094,49.767094,49.767094,49.767094
70,2798880,337,-6.037674396465986,4.327171675669841,-0.023241708052974458,36.55145530357143,39.317995499999995,5.538869,51.434226,52.936479,52.936479,52.936479,52.936479
71,2838864,337,-6.116524841846564,3.565485422427838,-0.019351905492173197,36.676161035714294,38.3790065,13.744489,49.390188,51.681883,51.681883,51.681883,51.681883
72,2878848,337,-6.203785035549066,3.3240814352646852,-0.019854475087516057,37.24174853571429,37.514044999999996,10.89593,51.929812,47.206027,47.206027,47.206027,47.206027
73,2918832,337,-6.296102433326917,3.2887289313169625,-0.026017940736365302,38.79556369642857,39.6249,19.333902,55.868022,51.735143,51.735143,51.735143,51.735143
74,2958816,337,-6.364040817358555,3.036740749157392,-0.01063813974939806,37.77486157142857,38.705782,19.926792,50.943017,53.277036,53.277036,53.277036,53.277036
75,2998800,337,-6.435694386408879,4.374228163254567,-0.023082116490373804,39.84668516071429,40.096296499999994,25.269545,56.700294,57.555809,57.555809,57.555809,57.555809
76,3038784,337,-6.505910935768714,3.117026309477977,-0.021098401001766503,42.03201776785714,41.802325999999994,32.176537,51.511366,53.35634,53.35634,53.35634,53.35634
77,3078768,337,-6.588103521787203,3.343059661755195,-0.02353466138982838,45.434231499999996,46.170966,26.29854,57.978747,60.191067,60.191067,60.191067,60.191067
78,3118752,337,-6.671002479699942,3.72204254590548,-0.018641190863929343,45.294881,44.687524999999994,28.166031,68.023064,57.09333,57.09333,57.09333,57.09333
79,3158736,337,-6.757043598859738,3.5931312486911433,-0.02236469461961697,45.120334517857145,45.316202,0.058301,57.393528,60.693883,60.693883,60.693883,60.693883
80,3198720,337,-6.843114363841521,3.3209805289904275,-0.024615175849873758,46.45379932142857,46.422085,28.330953,61.536357,55.271177,55.271177,55.271177,55.271177
81,3238704,337,-6.924431288548005,3.2256006794098098,-0.02190102951120561,45.618568749999994,45.0454125,24.467672,57.095395,55.494501,55.494501,55.494501,55.494501
82,3278688,337,-6.997640716112577,3.0251827652637777,-0.018646190459870784,46.51345978571429,45.678960000000004,32.541292,60.905707,66.003228,66.003228,66.003228,66.003228
83,3318672,337,-7.052276421815921,3.0730543656226916,-0.027057638644234827,50.181817714285714,50.118797,38.197065,63.309918,66.324917,66.324917,66.324917,66.324917
84,3358656,337,-7.142707797808525,3.1101277915331034,-0.023350616900745826,50.381591482142866,49.9328665,31.17419,62.405709,68.583262,68.583262,68.583262,68.583262
85,3398640,337,-7.2084207314711355,5.850473999824279,-0.01451200726734943,50.58969846428572,49.615549,14.795219,63.358361,71.633157,71.633157,71.633157,71.633157
86,3438624,337,-7.287320446356749,3.5698708332501923,-0.013345030281757667,52.23145323214286,52.219667,36.859384,70.248134,69.793157,69.793157,69.793157,69.793157
87,3478608,337,-7.346777703211858,3.4879846511743007,-0.026931479164341,55.099724928571426,54.863023999999996,39.804443,70.885212,69.154094,69.154094,69.154094,69.154094
88,3518592,337,-7.43179156474578,3.69153387149175,-0.013010294354565606,53.583576232142846,55.112836,27.061711,65.135853,69.676206,69.676206,69.676206,69.676206
89,3558576,337,-7.521245279067602,3.600991331002651,-0.023086493557084163,54.515680839285714,54.268384,34.001239,70.033842,77.13168,77.13168,77.13168,77.13168
90,3598560,337,-7.584236042316143,3.823930251904023,-0.022185048628951057,57.064601089285716,55.907124499999995,38.431663,81.001535,72.776999,72.776999,72.776999,72.776999
91,3638544,337,-7.644984141374246,3.327553918117132,-0.019644475009184904,56.98197858928571,57.6460485,35.512151,70.303439,73.11672,73.11672,73.11672,73.11672
92,3678528,337,-7.72135924926171,3.703803146496797,-0.02251217044096661,58.75826596428572,59.7874715,18.617723,72.660425,80.072763,80.072763,80.072763,80.072763
93,3718512,337,-7.797929494808882,3.2368968868866945,-0.022326224017291306,61.32770457142857,60.8717245,49.561512,73.926004,81.105498,81.105498,81.105498,81.105498
94,3758496,337,-7.8682419691330345,4.267766111936325,-0.02083272118149743,60.7352265,61.1336005,39.717806,72.864038,78.886239,78.886239,78.886239,78.886239
95,3798480,337,-7.96138188288762,3.096504789285171,-0.020720214278079744,62.739161946428574,62.804921,42.984056,76.686854,83.719943,83.719943,83.719943,83.719943
96,3838464,337,-8.030139482938326,3.2593189273125085,-0.019875904625335422,62.65727964285714,63.2192105,45.429551,77.164546,87.392584,87.392584,87.392584,87.392584
97,3878448,337,-8.10243582603259,3.5668389812493935,-0.02010154382856294,64.14359114285715,63.2775405,42.848213,79.696256,86.705131,86.705131,86.705131,86.705131
98,3918432,337,-8.17757177719703,3.8290810308395287,-0.022500959454900556,67.12194230357143,67.0550125,53.084286,81.218343,86.100344,86.100344,86.100344,86.100344
99,3958416,337,-8.24161264590728,6.265805228551229,-0.02268008817961508,64.21681896428572,67.9129705,-103.916249,88.729878,88.294332,88.294332,88.294332,88.294332
100,3998400,337,-8.30479980860001,3.9938488544561923,-0.009077495511491389,68.69581276785713,70.523235,49.778061,81.218283,95.212861,95.212861,95.212861,95.212861
101,4038384,337,-8.377775341425187,3.8695683277570283,-0.019723968065824382,70.47305355357142,70.543909,56.054424,83.719765,95.255595,95.255595,95.255595,95.255595
102,4078368,337,-8.466614997081267,3.345401948843247,-0.01938058456496667,70.531913375,71.415773,51.009371,85.620121,96.159229,96.159229,96.159229,96.159229
103,4118352,337,-8.533741307869935,3.448059487648499,-0.01994537867240769,70.86076728571429,70.6853375,48.592373,86.420541,97.536046,97.536046,97.536046,97.536046
104,4158336,337,-8.599946012252417,3.8355285577284985,-0.02682828306689118,73.97753742857142,74.190543,58.384498,89.236504,95.017035,95.017035,95.017035,95.017035
105,4198320,337,-8.665699983254457,3.6829650475428655,-0.023911775527962257,74.49720646428571,74.924781,58.044626,89.866145,95.129009,95.129009,95.129009,95.129009
106,4238304,337,-8.731701381389911,3.791609894923675,-0.020220975212167758,76.17432407142857,76.03885650000001,54.070918,96.315679,98.893385,98.893385,98.893385,98.893385
107,4278288,337,-8.795235597170317,4.285999406148226,-0.017620969842186567,78.83443650000001,80.5788675,57.870158,96.75628,101.833943,101.833943,101.833943,101.833943
108,4318272,337,-8.864296683287009,3.6943708652105087,-0.015472084437015627,78.75135825,79.5624495,48.353094,101.478342,102.590355,102.590355,102.590355,102.590355
109,4358256,337,-8.930969568399282,3.715484104401026,-0.01901674541290492,78.79397525,79.8436045,58.729532,91.19001,102.322302,102.322302,102.322302,102.322302
110,4398240,337,-8.996127331562532,4.016679212985895,-0.02664961032416427,79.01180830357144,78.7013475,47.3364,96.527956,102.204702,102.204702,102.204702,102.204702
111,4438224,338,-9.070891282497309,4.487660271387834,-0.022623848729700767,78.58571621428571,78.88661450000001,59.690721,99.574939,102.88551,102.88551,102.88551,102.88551
112,4478208,338,-9.139962675632574,4.701903743010301,-0.02828044027324396,83.29424583928572,84.3170535,68.227757,98.364023,109.432091,109.432091,109.432091,109.432091
113,4518192,338,-9.200495350666536,4.368967343905033,-0.023138695990723462,83.30137675000002,84.16472350000001,61.861837,97.601294,109.113015,109.113015,109.113015,109.113015
114,4558176,338,-9.253072948944874,4.112992502023012,-0.01725211679097414,85.35713580357142,85.257053,66.11018,99.165162,109.450055,109.450055,109.450055,109.450055
115,4598160,338,-9.318104401612894,4.19956126732704,-0.025083772670973885,86.00695817857142,85.6330575,65.637487,104.753191,108.973331,108.973331,108.973331,108.973331
116,4638144,338,-9.369967771187806,4.013350608409979,-0.01699165178877779,85.43967033928571,85.3453015,68.298617,104.192112,114.22971,114.22971,114.22971,114.22971
117,4678128,338,-9.425727673065968,4.152783283820519,-0.013204412020114922,86.57218828571429,87.52881500000001,64.187437,101.119161,116.808279,116.808279,116.808279,116.808279
118,4718112,338,-9.48098974961501,4.739689643566425,-0.015187724781282715,90.38830998214287,90.1639555,71.428317,116.815532,120.51786,120.51786,120.51786,120.51786
119,4758096,338,-9.543665744096804,4.511937118799258,-0.024587348125910815,90.60225244642857,90.14308700000001,68.911912,109.274884,127.009574,127.009574,127.009574,127.009574
120,4798080,338,-9.565152204953707,130.7594945739477,-0.006336945640218917,93.98248926785713,94.6379325,77.024682,107.253851,127.565323,127.565323,127.565323,127.565323
121,4838064,338,-9.590450000762939,6.841742866467207,-0.016595614230400547,90.64895494642857,91.46592150000001,57.974427,116.555664,124.596801,124.596801,124.596801,124.596801
122,4878048,338,-9.6565978319217,5.8057025713798325,-0.018670021386396212,93.29340875,94.802649,73.581512,109.35538,125.787479,125.787479,125.787479,125.787479
123,4918032,338,-9.726844978332519,6.667258262022948,-0.029580584190411267,96.68897010714285,95.624053,78.4086,114.369519,125.738825,125.738825,125.738825,125.738825
124,4958016,338,-9.801503428434714,6.031441557101714,-0.023408877890660033,97.0255539642857,97.244486,66.985104,116.36477,124.281969,124.281969,124.281969,124.281969
125,4998000,338,-9.860268825139755,5.715787375890292,-0.02050846814887243,97.66746807142856,97.7461065,62.381005,120.7162,123.849613,123.849613,123.849613,123.849613
126,5037984,338,-9.920415589748284,6.235351454905975,-0.02338791661538077,100.08828812499999,98.93189100000001,72.234645,131.594002,129.998192,129.998192,129.998192,129.998192
127,5077968,338,-9.980014642079672,5.464893908989735,-0.018304066925730486,100.35771273214287,100.259554,77.803267,124.661231,136.895681,136.895681,136.895681,136.895681
128,5117952,338,-10.049407905187362,5.968382759583302,-0.024000594797650057,102.86097308928572,103.61571599999999,71.897895,131.044859,136.013389,136.013389,136.013389,136.013389
129,5157936,338,-10.075654572706956,617.6292436232934,0.0005144142686987881,33.306232303571434,106.3402115,-3909.61047,128.411563,143.24047,143.24047,143.24047,143.24047
130,5197920,338,-10.09909176948743,6.98482378018208,-0.010327031059811512,104.40827166071428,104.445476,68.369761,131.728674,133.339221,133.339221,133.339221,133.339221
131,5237904,338,-10.150867305657803,6.86112780448718,-0.013353377123563312,105.48037525,106.9384675,75.879059,128.695642,144.471789,144.471789,144.471789,144.471789
132,5277888,338,-10.213391790634546,6.765888922948104,-0.014721529992115952,105.28875060714287,105.35548299999999,76.093524,121.563834,153.821417,153.821417,153.821417,153.821417
133,5317872,338,-10.277904867514586,6.841289441707807,-0.024547807637748355,106.73043691071429,104.58926149999999,88.525326,128.006866,143.504581,143.504581,143.504581,143.504581
134,5357856,338,-10.32877061305902,7.743919985110943,-0.018073257204070194,107.57837508928571,108.390018,80.963509,135.365398,151.292605,151.292605,151.292605,151.292605
135,5397840,338,-10.377498281919038,9.009054168371053,-0.027002104937165337,111.8769735357143,115.03273250000001,47.186876,135.64483,141.097724,141.097724,141.097724,141.097724
136,5437824,338,-10.428796154413467,8.69397260027054,-0.017107301909186974,109.55181557142858,110.15692949999999,78.751764,134.161883,157.927089,157.927089,157.927089,157.927089
137,5477808,338,-10.484580558385604,7.758674695552924,-0.018987723238779626,113.42429210714286,114.9598575,87.938792,134.31301,140.647819,140.647819,140.647819,140.647819
138,5517792,338,-10.53027888077956,7.706745510834914,-0.01960948072595877,114.44546828571427,115.278294,90.669515,135.952064,136.531292,136.531292,136.531292,136.531292
139,5557776,338,-10.575324689424955,7.6128728869633795,-0.01479868510497722,116.36600078571429,117.9632995,96.17451,126.716461,151.289144,151.289144,151.289144,151.289144
140,5597760,338,-10.619734751872528,7.228075425747114,-0.015606840395402962,116.18418283928573,115.76926649999999,95.273752,140.536387,140.284,140.284,140.284,140.284
141,5637744,338,-10.667212185492883,8.09826277647263,-0.01792336190242517,116.09093080357141,116.872343,77.136255,143.368657,155.519063,155.519063,155.519063,155.519063
142,5677728,338,-10.708356050344614,7.084607453835316,-0.01813171672678063,122.06336051785715,122.2945685,99.995284,143.805995,152.203207,152.203207,152.203207,152.203207
143,5717712,338,-10.759786018958458,7.8161172420550615,-0.015021243635699368,122.681384625,122.855744,71.601521,147.880263,159.433738,159.433738,159.433738,159.433738
144,5757696,338,-10.806994323241405,8.495275205220931,-0.018167576443580073,122.44936599999998,124.0234915,96.275004,142.579397,150.251773,150.251773,150.251773,150.251773
145,5797680,338,-10.859642872443565,7.015119835963616,-0.019872011243401527,125.72992842857143,127.0582565,99.907514,157.578121,153.666143,153.666143,153.666143,153.666143
146,5837664,338,-10.906640974680583,7.146046700538733,-0.015302769276194084,124.95801117857143,125.36227149999999,103.006804,150.008009,150.252736,150.252736,150.252736,150.252736
147,5877648,338,-10.958322654626308,7.145425899212177,-0.018494077390161505,124.81223399999999,126.4045075,100.3013,146.878582,149.347055,149.347055,149.347055,149.347055
148,5917632,338,-11.007091294802152,7.530660714858618,-0.02540475896572062,126.82425396428572,128.30396,95.032405,149.395562,153.28319975,153.2844005,153.279576,153.284422
149,5957616,338,-11.049169418139336,7.114730668679262,-0.021743103021976705,127.51664123214287,128.7153015,79.628251,146.749504,140.544679,140.544679,140.543234,140.546124
150,5997600,338,-11.086175241225805,7.569105702180129,-0.018305206342432566,127.97863658928573,129.877373,91.25864,141.816486,144.6443985,144.64439449999998,144.64439,144.644415
151,6037584,338,-11.127041992774377,8.647721528089964,-0.019827749428954215,126.76520194642856,128.770533,88.224649,150.064259,165.45313750000003,165.453064,165.453063,165.453359
152,6077568,338,-11.16658836755997,10.826812856625288,-0.017784877264411757,128.25428089285714,131.050975,97.029409,153.506731,154.00994825,154.010001,154.009782,154.010009
153,6117552,338,-11.210763843242939,10.040380311623597,-0.015724307713893583,126.21734421428572,130.1234885,61.114713,164.316226,153.63725275,153.637053,153.636473,153.638432
154,6157536,338,-11.24081058746729,10.906164496984237,-0.027682306045328287,130.19486346428573,132.1797235,95.305575,159.505649,168.0709435,168.07026150000002,168.070209,168.073042
155,6197520,338,-11.282055380405524,10.187423318471664,-0.022863266475570316,132.47636082142859,134.6137775,105.143267,152.204018,164.3368795,164.336781,164.33675,164.337206
156,6237504,338,-11.324153242355738,11.83984077343574,-0.021095043520229714,131.48008032142857,133.1963055,81.758297,158.254669,160.0629845,160.06300249999998,160.06268,160.063253
157,6277488,338,-11.361892462999393,8.757857490808536,-0.01756955559426271,133.12171891071426,133.499411,110.398658,159.129047,157.1861255,157.18616600000001,157.185985,157.186185
158,6317472,338,-11.404411577567076,8.297342700835985,-0.024636674787996946,133.34902185714284,133.6985795,95.100122,162.62796,178.95593675,178.9559685,178.955758,178.956052
159,6357456,338,-11.444356825412848,9.127663523111588,-0.01911646485850491,131.64786330357143,132.497283,104.368462,153.393687,171.27071275,170.23594300000002,167.693291,176.917674
160,6397440,338,-11.481294473012289,9.783909718195597,-0.019581842754903333,134.3103274285714,137.46009800000002,86.109201,161.297156,171.0661215,167.8672065,165.648701,182.881372
161,6437424,338,-11.515527011186649,9.432398097331708,-0.02037500840964733,135.98357525,136.02381,110.300086,160.916932,167.79941524999998,167.89597300000003,167.508587,167.897128
162,6477408,338,-11.544260357587765,9.348498543103537,-0.016278109887039486,139.30787660714284,139.730807,113.19998,156.466166,165.323043,165.866175,160.971435,168.588387
163,6517392,338,-11.58384426068037,9.384645266410631,-0.02060625990628838,141.87688617857143,141.98292750000002,96.076993,172.226841,172.34783149999998,174.4875325,160.044726,180.371535
164,6557376,338,-11.625562149439103,8.396012904705145,-0.018750100492970653,138.82126969642857,140.3145135,100.202413,160.670766,174.89558125,178.37670050000003,163.938565,178.890359
165,6597360,338,-11.660770313556378,8.310110789078932,-0.018325151080977937,139.18558716071428,141.87899499999997,94.781511,157.956014,179.521069,177.75949500000002,177.396803,185.168483
166,6637344,338,-11.707208626086896,7.9287491798400875,-0.01857885207939081,141.06277051785713,141.88374149999999,108.107802,165.249228,161.21387125,162.8988665,139.047051,180.010701
167,6677328,338,-11.754390085660495,8.420634286831588,-0.02705456280468169,144.09828269642858,143.901901,105.265292,166.862141,168.57430125,163.01191649999998,162.421304,185.852068
168,6717312,338,-11.79768679692195,7.649352972324078,-0.02228441977513751,143.95476883928572,144.6137425,112.940377,173.074723,162.0301615,168.7260945,141.891654,168.776803
169,6757296,337,-11.84311763812334,7.614543867416871,-0.021660775931955773,147.1095978214286,147.69898,105.222949,167.999768,165.731305,164.458397,159.213629,174.794797
170,6797280,337,-11.885083665603247,7.948262248895107,-0.0230009171156547,143.87014280357144,144.04697399999998,111.648766,166.315661,170.985171,174.9813575,157.511259,176.46671
