iter,total_num_steps,fps,entropy,value_loss,action_loss,mean_rew,median_rew,min_rew,max_rew,test_mean_rew,test_median_rew,test_min_rew,test_max_rew
26,1039584,685,-2.05148631976201,535.3826561756623,-0.002078705039643981,-196.42142565178574,-170.523978,-2020.654649,-94.885641,-124.529734,-124.529734,-124.529734,-124.529734
27,1079568,685,-2.1353930675066435,306.1925872802734,-0.005843347304042441,-181.17352196428573,-177.833609,-451.988819,-86.964937,-112.975087,-112.975087,-112.975087,-112.975087
28,1119552,685,-2.142189917808924,2257.9034399179313,-0.0027596100315209838,-172.7521526875,-164.095241,-337.351352,-89.587945,-179.475752,-179.475752,-179.475752,-179.475752
29,1159536,685,-2.136095576408582,1659.7958402976012,-0.0012749943983530662,-177.15913808928573,-165.37530950000001,-410.419886,-68.748145,-216.48332,-216.48332,-216.48332,-216.48332
30,1199520,684,-2.1642709022913222,294.08639296507226,-0.008090891420933752,-171.08496375,-162.924115,-360.312945,-93.927961,-178.422262,-178.422262,-178.422262,-178.422262
31,1239504,683,-2.204150001819317,400.1803118779109,-0.013242457923176213,-152.62241255357142,-143.81340699999998,-295.908634,-61.354233,-124.18871,-124.18871,-124.18871,-124.18871
32,1279488,682,-2.28995031943688,146.01560878753662,-0.012505200967457197,-149.67151146428571,-136.8805275,-320.274981,-75.424698,-126.08582,-126.08582,-126.08582,-126.08582
33,1319472,681,-2.3439070059702947,153.41782945486216,-0.012522822673529915,-131.4470692142857,-120.4954085,-286.162347,-74.513275,-100.275507,-100.275507,-100.275507,-100.275507
34,1359456,680,-2.437867285655095,100.87261593892025,-0.010695310978901008,-123.30530699107143,-111.08875549999999,-285.577581,-67.175457,-92.448642,-92.448642,-92.448642,-92.448642
35,1399440,681,-2.493969931357946,172.13703787999276,-0.010935322074258763,-131.02631576785714,-117.104174,-374.777557,-72.664065,-128.984919,-128.984919,-128.984919,-128.984919
36,1439424,681,-2.526261337598165,170.13696854909261,-0.0072548965987292695,-121.27528768749998,-110.6594015,-370.934065,-69.809918,-135.48213,-135.48213,-135.48213,-135.48213
37,1479408,682,-2.614118638405433,52.57040684039776,-0.0032839238325929423,-120.0845459375,-114.3985105,-225.643012,-72.564799,-93.536922,-93.536922,-93.536922,-93.536922
38,1519392,682,-2.6642682228332912,52.3671249463008,-0.009928676555342136,-117.12008203571428,-112.0111435,-263.407231,-59.161136,-98.996858,-98.996858,-98.996858,-98.996858
39,1559376,681,-2.725202321394896,56.00964342264029,-0.008364155526774435,-116.24725744642858,-112.334652,-178.70402,-64.94522,-92.861258,-92.861258,-92.861258,-92.861258
40,1599360,681,-2.793108071425022,87.86630408947285,-0.01066874773279242,-120.93027685714287,-104.6389795,-1320.210919,-68.015628,-104.445746,-104.445746,-104.445746,-104.445746
41,1639344,681,-2.861580046629294,51.05947225032708,-0.006725300788392092,-107.05748195535715,-102.25150350000001,-188.159758,-67.597184,-104.494075,-104.494075,-104.494075,-104.494075
42,1679328,681,-2.9251729861283913,52.35037037531535,-0.010431606929913146,-108.84315653571427,-105.888836,-167.133649,-64.616668,-74.59902,-74.59902,-74.59902,-74.59902
43,1719312,682,-2.9967768950340075,49.402113743317436,-0.00916119744051218,-98.2165035625,-94.4359245,-167.90162,-59.238041,-72.479147,-72.479147,-72.479147,-72.479147
44,1759296,680,-3.0934988932731824,50.01932050020267,-0.015355748504253615,-97.68289067857143,-95.417277,-155.989538,-56.283446,-64.798625,-64.798625,-64.798625,-64.798625
45,1799280,680,-3.159615021485549,56.13263974801088,-0.01208575604196318,-93.99496541964287,-88.2305385,-159.794146,-61.787369,-60.357185,-60.357185,-60.357185,-60.357185
46,1839264,680,-3.232513823876014,46.54602495523599,-0.0117916769735553,-89.48170533928571,-84.221843,-167.500404,-48.453041,-70.90375,-70.90375,-70.90375,-70.90375
47,1879248,681,-3.294661441216102,43.84526306054531,-0.015957420075742097,-85.26223171428572,-81.927201,-144.184369,-54.858988,-67.042123,-67.042123,-67.042123,-67.042123
48,1919232,680,-3.35374596118927,43.7019728464958,-0.020257729920983063,-83.54062446428573,-79.740849,-145.735663,-48.823479,-57.143813,-57.143813,-57.143813,-57.143813
49,1959216,680,-3.402725577354431,40.902473717469434,-0.020660037236871757,-82.18423269642857,-77.464934,-141.603024,-47.311994,-55.412308,-55.412308,-55.412308,-55.412308
50,1999200,680,-3.475037918946682,46.623723771021915,-0.020029600058683754,-79.68793672321428,-75.65002150000001,-140.536379,-42.034534,-66.170739,-66.170739,-66.170739,-66.170739
51,2039184,680,-3.539271435370812,41.003534247325014,-0.018404538786051444,-75.84776474107142,-71.6372855,-137.227254,-50.626903,-114.561091,-114.561091,-114.561091,-114.561091
52,2079168,679,-3.585300756723453,57.65288568887955,-0.01834597176745704,-82.67032937500001,-74.6544095,-743.396478,-51.755711,-59.025284,-59.025284,-59.025284,-59.025284
53,2119152,679,-3.6505168706942825,41.71877690584232,-0.01642522066436075,-73.97596883035715,-68.28337149999999,-135.639592,-48.571255,-52.185615,-52.185615,-52.185615,-52.185615
54,2159136,678,-3.7017715882032345,36.10987716087928,-0.018830994570191998,-73.37967805357142,-68.3223615,-128.77303,-50.075985,-47.361218,-47.361218,-47.361218,-47.361218
55,2199120,679,-3.749090652588086,36.37336109051338,-0.017251043845877015,-69.04784274107143,-66.45437000000001,-125.63466,-47.955932,-48.464406,-48.464406,-48.464406,-48.464406
56,2239104,678,-3.829675127298404,31.901956136410053,-0.019245472786638063,-68.32135264285714,-64.90499750000001,-147.809479,-46.882478,-49.270365,-49.270365,-49.270365,-49.270365
57,2279088,679,-3.9088462297733013,31.488773282368978,-0.011885210734661273,-64.87980433035715,-61.483577999999994,-133.067216,-37.529236,-51.741628,-51.741628,-51.741628,-51.741628
58,2319072,679,-3.972514023536291,29.392319735502586,-0.01839796655993455,-61.89696778571429,-59.913047,-116.74588,-38.812595,-43.520912,-43.520912,-43.520912,-43.520912
59,2359056,679,-4.056405988106361,22.874527764931702,-0.02140295184042024,-64.66877071428571,-61.0900205,-115.886489,-43.02666,-41.78261,-41.78261,-41.78261,-41.78261
60,2399040,678,-4.148634068171183,28.90415010085473,-0.024306197520155157,-60.91746997321428,-58.0740055,-144.014096,-37.990185,-42.142352,-42.142352,-42.142352,-42.142352
61,2439024,678,-4.184689293152247,146.18317071046584,-0.005845625406222191,-62.71186010714286,-57.9882105,-169.506585,-38.816385,-44.613021,-44.613021,-44.613021,-44.613021
62,2479008,678,-4.243759481723492,24.447353249329787,-0.011302163003468499,-61.46562763392858,-59.454246999999995,-109.968964,-41.250234,-42.434271,-42.434271,-42.434271,-42.434271
63,2518992,678,-4.306599140167236,22.442981556134345,-0.021063264800917143,-59.37914483928572,-56.864061,-113.237243,-39.837978,-47.316807,-47.316807,-47.316807,-47.316807
64,2558976,678,-4.39667107019669,20.553886897136003,-0.022361751232790248,-59.482535053571425,-57.305683,-101.966698,-40.834661,-44.87125,-44.87125,-44.87125,-44.87125
65,2598960,678,-4.473512887954712,22.136410844020354,-0.02148757908700925,-58.10265426785714,-54.921742,-111.092306,-36.563602,-35.205772,-35.205772,-35.205772,-35.205772
66,2638944,677,-4.561357982342059,18.51432712933956,-0.02410782995284535,-55.741882625,-52.256052999999994,-106.913185,-38.866371,-37.108318,-37.108318,-37.108318,-37.108318
67,2678928,677,-4.6485466419122154,21.1187927148281,-0.02243077451135739,-55.20786821428571,-51.634737,-108.303564,-35.275267,-36.554102,-36.554102,-36.554102,-36.554102
68,2718912,677,-4.678526153319921,352.12077302199145,-0.004151401366666855,-52.14022928571428,-51.423561,-92.461029,-37.071291,-29.529704,-29.529704,-29.529704,-29.529704
69,2758896,677,-4.681871721072075,970.0777393078192,-0.0027890481088737335,-55.08211552678571,-51.210907000000006,-132.558657,-37.32943,-30.977439,-30.977439,-30.977439,-30.977439
70,2798880,677,-4.683253958286383,833.5765287827222,-0.004955794503248166,-50.720859499999996,-48.938929,-94.605536,-36.441922,-36.837144,-36.837144,-36.837144,-36.837144
71,2838864,677,-4.685336108085437,155.84829756052065,-0.0034387200496917686,-52.35615404464286,-51.4587815,-99.512757,-39.546659,-39.764514,-39.764514,-39.764514,-39.764514
72,2878848,677,-4.690478143936549,507.4179253223615,-0.004869358203639142,-54.26014160714286,-51.054643,-172.176407,-34.869787,-40.8864,-40.8864,-40.8864,-40.8864
73,2918832,677,-4.721432808117989,17.42505623988616,-0.005873943644389958,-52.88049583035714,-50.8325005,-108.256638,-38.068371,-30.973816,-30.973816,-30.973816,-30.973816
74,2958816,678,-4.779595422744751,12.774387016051854,-0.01573561579801919,-50.29727333035714,-48.6462555,-103.387541,-33.28899,-31.609752,-31.609752,-31.609752,-31.609752
75,2998800,678,-4.870338635566907,12.071635392384652,-0.021444475119455884,-52.73015935714285,-50.0679085,-115.15468,-33.96719,-33.235476,-33.235476,-33.235476,-33.235476
76,3038784,678,-4.964289550292186,11.41119759632991,-0.023572591895730837,-49.65216666071428,-47.677890500000004,-103.580564,-32.610264,-28.058872,-28.058872,-28.058872,-28.058872
77,3078768,678,-5.0519330330384085,9.705109791877943,-0.02146685835955745,-47.95245003571428,-45.2882845,-102.421235,-33.346717,-34.949476,-34.949476,-34.949476,-34.949476
78,3118752,678,-5.156307694850824,8.797845071401351,-0.018477466060162092,-50.34515924107143,-46.2719415,-99.826617,-33.546741,-25.806361,-25.806361,-25.806361,-25.806361
79,3158736,679,-5.2357888392913035,9.002923118151152,-0.026210807633301907,-46.130677303571424,-45.0107155,-74.132028,-31.681639,-26.047062,-26.047062,-26.047062,-26.047062
80,3198720,679,-5.317923582517183,11.22482782846842,-0.012492087612246485,-47.609709633928574,-44.9426515,-107.804449,-32.955976,-30.370096,-30.370096,-30.370096,-30.370096
81,3238704,679,-5.433698415756226,6.225145782415684,-0.014947322041758198,-46.20444315178572,-44.582087,-97.794238,-32.453413,-31.446267,-31.446267,-31.446267,-31.446267
82,3278688,679,-5.538293707676423,6.5051079933459945,-0.026467013801149547,-44.95235989285714,-42.575719,-99.866887,-33.370488,-28.924,-28.924,-28.924,-28.924
83,3318672,679,-5.632403074166714,6.007843296344464,-0.022613379155369238,-44.73010272321428,-42.241488000000004,-103.586718,-32.593892,-30.806639,-30.806639,-30.806639,-30.806639
84,3358656,679,-5.700134683266664,5.779371587435405,-0.021264060384493907,-45.511163607142855,-42.791334500000005,-90.548383,-32.223771,-35.826511,-35.826511,-35.826511,-35.826511
85,3398640,679,-5.791454197810246,5.743266303722675,-0.024089197144003732,-43.46475996428571,-41.767428499999994,-102.658539,-32.153588,-35.021703,-35.021703,-35.021703,-35.021703
86,3438624,679,-5.883949715051895,6.18695459197729,-0.023958248636963383,-43.06797369642857,-41.228876,-85.616452,-30.928694,-33.750835,-33.750835,-33.750835,-33.750835
87,3478608,679,-5.985364246368408,5.082126425779783,-0.023642864483386244,-42.2871428125,-40.310900000000004,-88.864018,-28.705788,-29.667999,-29.667999,-29.667999,-29.667999
88,3518592,679,-6.085977033468393,4.730415171843308,-0.02124813507417014,-41.28467404464286,-40.217181,-78.990458,-30.428167,-29.871576,-29.871576,-29.871576,-29.871576
89,3558576,679,-6.166215965075371,4.992450420367412,-0.027201903701363616,-42.84103116964286,-39.687670499999996,-98.484525,-29.426823,-35.744255,-35.744255,-35.744255,-35.744255
90,3598560,679,-6.245423149451232,4.6379974570029825,-0.021085100051939847,-39.45821742857142,-38.424330499999996,-79.567626,-29.000063,-39.895592,-39.895592,-39.895592,-39.895592
91,3638544,679,-6.3214481855050115,3.9966293607002648,-0.020988472587636444,-39.327232151785715,-37.407523499999996,-83.006363,-27.918584,-32.355147,-32.355147,-32.355147,-32.355147
92,3678528,679,-6.403773551109509,3.5848094938657225,-0.021995591815786423,-39.68890286607143,-38.365106,-78.203983,-28.923171,-27.556873,-27.556873,-27.556873,-27.556873
93,3718512,678,-6.487758877338507,3.5439253872785814,-0.020507070317921133,-38.30874511607143,-37.453793000000005,-84.378476,-27.471558,-27.45756,-27.45756,-27.45756,-27.45756
94,3758496,678,-6.577895130255284,3.27388753249095,-0.022832216064517314,-39.01845553571429,-37.4456085,-77.905462,-29.44863,-29.537847,-29.537847,-29.537847,-29.537847
95,3798480,678,-6.678676931674664,3.0998078658030583,-0.024944210682401602,-38.110405794642865,-37.158068,-59.591571,-30.094088,-27.959932,-27.959932,-27.959932,-27.959932
96,3838464,678,-6.772057507588313,2.8833247780799867,-0.024386756241219932,-37.469272339285716,-37.2368565,-51.411062,-27.722933,-27.112812,-27.112812,-27.112812,-27.112812
97,3878448,678,-6.863880102451031,2.9326010675002365,-0.02122945942086144,-38.2637024375,-36.919774000000004,-81.411249,-29.249383,-23.720348,-23.720348,-23.720348,-23.720348
98,3918432,678,-6.957659640678993,2.8055728811484117,-0.027573595463390797,-37.20371054464285,-35.9651075,-86.667871,-28.584865,-27.983867,-27.983867,-27.983867,-27.983867
99,3958416,678,-7.0555821797786615,3.092006560472342,-0.026659393546884902,-36.66388890178572,-36.0846175,-52.641625,-28.192635,-27.794635,-27.794635,-27.794635,-27.794635
100,3998400,678,-7.154024108250936,2.9477064641622395,-0.02777163597713344,-35.462158214285715,-34.865089999999995,-46.720881,-28.074901,-24.533453,-24.533453,-24.533453,-24.533453
101,4038384,678,-7.2532970819717795,2.7492501225226964,-0.025121426811099995,-36.20350949107143,-35.5268095,-86.02502,-26.020825,-28.8846,-28.8846,-28.8846,-28.8846
102,4078368,678,-7.340959023206662,2.5592286145075773,-0.03021766422790302,-35.17097758035714,-33.2213225,-86.340548,-25.971634,-29.129099,-29.129099,-29.129099,-29.129099
103,4118352,678,-7.429654442958343,2.627230235705009,-0.03061600546495519,-34.99886732142858,-34.0521275,-77.060431,-26.217661,-29.660596,-29.660596,-29.660596,-29.660596
104,4158336,678,-7.51082730171008,2.6657071162492803,-0.024752944673169762,-34.71459375892857,-34.3155655,-83.240565,-24.072067,-26.765777,-26.765777,-26.765777,-26.765777
105,4198320,678,-7.579837484848805,2.4710529646812343,-0.021205637799497568,-33.61716024107143,-33.461894,-45.350625,-25.795487,-28.790674,-28.790674,-28.790674,-28.790674
106,4238304,678,-7.654893436187353,2.570060000511316,-0.023873123921172617,-34.37119969642857,-33.451029,-78.530143,-25.64032,-26.8641,-26.8641,-26.8641,-26.8641
107,4278288,677,-7.731977506784292,2.4090216390597514,-0.024460442522272037,-33.80990784821429,-32.95057,-46.411477,-26.98075,-23.682223,-23.682223,-23.682223,-23.682223
108,4318272,677,-7.815906577232557,2.3924537764145777,-0.023439085899698488,-32.54508080357142,-32.323844,-55.379955,-24.927789,-22.745117,-22.745117,-22.745117,-22.745117
109,4358256,677,-7.9122931309235405,2.2846608366721717,-0.03021528719825885,-32.324488991071426,-31.952092,-44.948138,-25.089173,-27.251045,-27.251045,-27.251045,-27.251045
110,4398240,677,-8.014445619094067,2.0225072720111945,-0.02266727023017712,-32.23846286607143,-31.5813405,-45.47025,-23.404398,-23.157112,-23.157112,-23.157112,-23.157112
111,4438224,677,-8.113197662891485,1.9549079804848402,-0.027860900832390074,-32.732813116071426,-32.128393,-77.609896,-24.955846,-24.21161,-24.21161,-24.21161,-24.21161
112,4478208,677,-8.194924334990672,2.2349792844209917,-0.020377324483258866,-32.530668580357144,-31.6081115,-79.717638,-24.244742,-22.845642,-22.845642,-22.845642,-22.845642
113,4518192,676,-8.268150133964342,2.255202870032726,-0.02498998978400591,-31.775804125000004,-31.0219795,-76.258726,-24.177319,-21.929072,-21.929072,-21.929072,-21.929072
114,4558176,676,-8.359865555396446,2.2345767319202423,-0.023619425277772676,-31.386521232142854,-30.2318955,-81.678548,-22.12104,-22.274504,-22.274504,-22.274504,-22.274504
115,4598160,676,-8.45083273863181,2.2368460457294415,-0.02505921379988416,-31.03867363392857,-30.2142885,-41.977808,-23.161384,-26.61505,-26.61505,-26.61505,-26.61505
116,4638144,676,-8.542838972042768,2.3486645539601643,-0.020027890063610335,-31.658952142857142,-30.198625999999997,-78.501457,-21.137339,-24.827839,-24.827839,-24.827839,-24.827839
117,4678128,676,-8.625519884549654,2.320053153924453,-0.022679562408489007,-30.43349404464286,-29.607578500000002,-49.550018,-21.83148,-21.630925,-21.630925,-21.630925,-21.630925
118,4718112,675,-8.710213333521134,2.4623542489913794,-0.02462225852762528,-31.058159303571426,-29.899030500000002,-84.236916,-21.087899,-20.983627,-20.983627,-20.983627,-20.983627
119,4758096,675,-8.787287790347369,2.5463772075298503,-0.02374454556165102,-30.80527474107143,-29.573287,-75.52212,-21.00354,-20.406143,-20.406143,-20.406143,-20.406143
120,4798080,675,-8.873887353065687,2.224499842753777,-0.027038078067114557,-29.966909633928573,-29.8205685,-41.724677,-22.423422,-21.142173,-21.142173,-21.142173,-21.142173
121,4838064,676,-8.954796255551852,1.867699030118111,-0.025989595975708935,-29.52775632142857,-28.9810745,-43.355353,-22.936526,-20.926184,-20.926184,-20.926184,-20.926184
122,4878048,676,-9.028087324973864,2.070914210875829,-0.023989045871451543,-29.189588151785717,-28.78458,-40.111921,-20.897993,-21.487305,-21.487305,-21.487305,-21.487305
123,4918032,676,-9.12133065248147,2.246088348596524,-0.018495474574172895,-30.211565267857143,-28.6986025,-75.197529,-22.194741,-22.620359,-22.620359,-22.620359,-22.620359
124,4958016,676,-9.217970383472931,2.021486586255905,-0.026303015160159798,-28.224199116071425,-27.623721,-39.868534,-21.630563,-20.138172,-20.138172,-20.138172,-20.138172
125,4998000,675,-9.3028735600985,2.2330947096531206,-0.03333340000423889,-28.037770732142857,-27.412232500000002,-83.819988,-21.62709,-15.246395,-15.246395,-15.246395,-15.246395
126,5037984,675,-9.393275862473708,1.9226734173603548,-0.030774836787429358,-28.32128582142857,-27.527541499999998,-68.980078,-20.079906,-21.573008,-21.573008,-21.573008,-21.573008
127,5077968,675,-9.477552717159956,2.1885058326598927,-0.023987906282313932,-27.792341312499996,-27.3923175,-75.557333,-17.66767,-19.301489,-19.301489,-19.301489,-19.301489
128,5117952,675,-9.573590816595615,2.0237669253960635,-0.026337912006694098,-28.167599383928568,-27.821261,-74.045736,-18.427858,-20.948755,-20.948755,-20.948755,-20.948755
129,5157936,675,-9.64882573836889,2.2195925380939094,-0.025693410306568975,-27.335017660714282,-26.9213675,-42.645204,-18.895606,-17.759138,-17.759138,-17.759138,-17.759138
130,5197920,675,-9.72659338193062,2.7769651500078347,-0.01637352922746989,-27.40951505357143,-26.7263405,-85.206854,-18.33986,-15.438541,-15.438541,-15.438541,-15.438541
131,5237904,675,-9.800486552409637,2.2739740999845357,-0.02632251766477473,-26.942907669642857,-25.699721,-75.093479,-20.311822,-22.232793,-22.232793,-22.232793,-22.232793
132,5277888,675,-9.881652174240504,2.2963739526577487,-0.02796988181004193,-27.416954017857144,-26.305052500000002,-72.664466,-17.921362,-15.414043,-15.414043,-15.414043,-15.414043
133,5317872,675,-9.95130053300124,2.596036231517792,-0.02218279286633986,-28.644651892857144,-26.019406500000002,-78.454378,-18.867659,-20.401208,-20.401208,-20.401208,-20.401208
134,5357856,675,-10.026473820515168,2.2755377357586837,-0.02849891267042273,-25.80773782142857,-25.359267,-42.062103,-18.189675,-18.820591,-18.820591,-18.820591,-18.820591
135,5397840,675,-10.10324371778048,2.5442064124804276,-0.018668391994194677,-26.620926401785713,-25.8411895,-75.469005,-18.647189,-17.411576,-17.411576,-17.411576,-17.411576
136,5437824,675,-10.170209373571934,2.4797680134956654,-0.026432820123348695,-26.838811866071428,-25.4603285,-74.387552,-18.640122,-18.202469,-18.202469,-18.202469,-18.202469
137,5477808,675,-10.246519230573606,2.7103683977555004,-0.015245456296652731,-25.93327728571429,-25.2906835,-44.730933,-18.735789,-20.45275,-20.45275,-20.45275,-20.45275
138,5517792,675,-10.333215975150084,2.1624534463271115,-0.01711544809692826,-25.259446205357147,-24.866500000000002,-38.13259,-19.811333,-14.967723,-14.967723,-14.967723,-14.967723
139,5557776,675,-10.402564992660132,2.58796568665749,-0.01854603896360622,-26.631457196428567,-25.37886,-84.32534,-17.343804,-14.959831,-14.959831,-14.959831,-14.959831
140,5597760,675,-10.474150872841859,1.9608548980492813,-0.02772060282773171,-25.426451973214284,-24.987074,-46.296404,-18.053856,-18.83415,-18.83415,-18.83415,-18.83415
141,5637744,675,-10.548369358747433,2.091646153346086,-0.024334779592157782,-25.95623708035714,-24.944273000000003,-84.510198,-19.058562,-18.246885,-18.246885,-18.246885,-18.246885
142,5677728,675,-10.611435586978228,2.163022378927622,-0.025940241981021617,-26.22167263392857,-24.553247,-76.957413,-18.771975,-18.561892,-18.561892,-18.561892,-18.561892
143,5717712,675,-10.670313729995335,2.515990055218721,-0.017266277713441434,-24.552586473214287,-24.4239825,-36.993501,-18.425751,-17.57499,-17.57499,-17.57499,-17.57499
144,5757696,675,-10.747746169261443,1.7593693568538398,-0.025085770697851565,-25.519663294642857,-25.1344395,-69.061938,-17.066891,-13.87537,-13.87537,-13.87537,-13.87537
145,5797680,674,-10.824966071202205,2.066706858537136,-0.02437149544868869,-25.118955830357145,-24.1539145,-71.278682,-18.430894,-14.386021,-14.386021,-14.386021,-14.386021
146,5837664,674,-10.89853097475492,2.0947199918520756,-0.02398920644103409,-23.80540124107143,-23.575156,-31.64262,-16.89497,-13.841963,-13.841963,-13.841963,-13.841963
147,5877648,674,-10.98182850373097,1.948918250738046,-0.020867679873164235,-23.55090941964286,-23.060341,-36.134339,-16.886864,-15.468727,-15.468727,-15.468727,-15.468727
148,5917632,674,-11.051455610226363,1.7669888774553935,-0.024949437281984736,-23.637932732142854,-22.815684500000003,-37.146932,-16.839329,-14.332211,-14.332211,-14.332211,-14.332211
149,5957616,674,-11.115713410499769,1.8712675572969975,-0.024616036674589663,-23.333936044642858,-23.045721,-31.673104,-17.952881,-14.676641,-14.676641,-14.676641,-14.676641
150,5997600,674,-11.190445831494454,1.817283133054391,-0.025762026503798552,-25.154536955357145,-23.4635975,-71.579166,-15.774855,-15.454314,-15.454314,-15.454314,-15.454314
151,6037584,674,-11.265907886700752,1.6434569895267486,-0.026633456722797395,-22.964210723214286,-22.618537000000003,-36.678237,-16.120834,-14.717361,-14.717361,-14.717361,-14.717361
152,6077568,674,-11.341368768154046,1.7907283513973922,-0.02662354074567795,-22.629308366071427,-22.4018535,-35.125401,-15.596838,-16.01746,-16.01746,-16.01746,-16.01746
153,6117552,674,-11.413088541764479,1.6008833350279392,-0.027762876456994816,-23.361150357142858,-22.576990000000002,-74.994617,-16.101791,-15.099695,-15.099695,-15.099695,-15.099695
154,6157536,674,-11.489016476655618,1.6322046710894658,-0.02890969915375209,-23.314484964285715,-22.865732,-67.332984,-17.60282,-14.938999,-14.938999,-14.938999,-14.938999
155,6197520,673,-11.559354104751195,1.6018827562148754,-0.019332312904178906,-22.86627874107143,-21.8203665,-71.556964,-17.01016,-13.925978,-13.925978,-13.925978,-13.925978
156,6237504,673,-11.61635243342473,1.5651727175101255,-0.024494593861558875,-23.73941467857143,-22.432454999999997,-68.439515,-15.954086,-14.10739,-14.10739,-14.10739,-14.10739
157,6277488,673,-11.691344302739852,1.5391523931270992,-0.030083944180734807,-22.007610446428572,-21.46075,-46.211379,-16.666751,-13.847947,-13.847947,-13.847947,-13.847947
